 1.000000e+04  1.008929e-26
 1.122018e+04  2.111813e-25
 1.258925e+04  2.513956e-24
 1.412538e+04  1.447274e-23
 1.584893e+04  2.983749e-23
 1.778279e+04  3.169789e-23
 1.995262e+04  2.567868e-23
 2.238721e+04  2.044603e-23
 2.511886e+04  1.743375e-23
 2.818383e+04  1.629573e-23
 3.162278e+04  1.594615e-23
 3.548134e+04  1.727728e-23
 3.981072e+04  1.926963e-23
 4.466836e+04  2.312089e-23
 5.011872e+04  2.779742e-23
 5.623413e+04  3.412986e-23
 6.309573e+04  4.182078e-23
 7.079458e+04  5.083278e-23
 7.943282e+04  5.754141e-23
 8.912509e+04  6.078174e-23
 1.000000e+05  6.181575e-23
 1.122018e+05  6.299585e-23
 1.258925e+05  6.582895e-23
 1.412538e+05  7.053699e-23
 1.584893e+05  7.542599e-23
 1.778279e+05  8.082041e-23
 1.995262e+05  8.660063e-23
 2.238721e+05  9.068199e-23
 2.511886e+05  8.270296e-23
 2.818383e+05  6.130855e-23
 3.162278e+05  3.694205e-23
 3.548134e+05  2.330886e-23
 3.981072e+05  1.768158e-23
 4.466836e+05  1.612579e-23
 5.011872e+05  1.575872e-23
 5.623413e+05  1.504946e-23
 6.309573e+05  1.310754e-23
 7.079458e+05  9.716750e-24
 7.943282e+05  7.370909e-24
 8.912509e+05  6.419793e-24
 1.000000e+06  5.854921e-24
 1.122018e+06  5.464130e-24
 1.258925e+06  5.218204e-24
 1.412538e+06  5.339751e-24
 1.584893e+06  5.339751e-24
 1.778279e+06  5.099423e-24
 1.995262e+06  4.441412e-24
 2.238721e+06  3.780254e-24
 2.511886e+06  3.292464e-24
 2.818383e+06  3.002763e-24
 3.162278e+06  2.796560e-24
 3.548134e+06  2.670694e-24
 3.981072e+06  2.550493e-24
 4.466836e+06  2.492437e-24
 5.011872e+06  2.435702e-24
 5.623413e+06  2.380259e-24
 6.309573e+06  2.380259e-24
 7.079458e+06  2.380259e-24
 7.943282e+06  2.435702e-24
 8.912509e+06  2.492437e-24
 1.000000e+07  2.550493e-24
 1.122018e+07  2.609902e-24
 1.258925e+07  2.609902e-24
 1.412538e+07  2.609902e-24
 1.584893e+07  2.670694e-24
 1.778279e+07  2.732903e-24
 1.995262e+07  2.796560e-24
 2.238721e+07  2.928358e-24
 2.511886e+07  2.996568e-24
 2.818383e+07  3.137792e-24
 3.162278e+07  3.210881e-24
 3.548134e+07  3.362205e-24
 3.981072e+07  3.520661e-24
 4.466836e+07  3.686585e-24
 5.011872e+07  3.860328e-24
 5.623413e+07  4.042260e-24
 6.309573e+07  4.232765e-24
 7.079458e+07  4.432249e-24
 7.943282e+07  4.641135e-24
 8.912509e+07  4.973066e-24
 1.000000e+08  5.207439e-24
 1.122018e+08  5.452858e-24
 1.258925e+08  5.709843e-24
 1.412538e+08  5.978940e-24
 1.584893e+08  6.406550e-24
 1.778279e+08  6.708481e-24
 1.995262e+08  7.024642e-24
 2.238721e+08  7.355703e-24
 2.511886e+08  7.881778e-24
 2.818383e+08  8.253235e-24
 3.162278e+08  8.642198e-24
