10000.0 0.0022 1.064 1.18769
11220.2 0.0141 1.064 1.17215
12589.3 0.0701 1.064 1.11417
14125.4 0.2528 1.064 0.959952
15848.9 0.5669 1.064 0.775254
17782.8 0.8163 1.064 0.672445
19952.6 0.9310 1.064 0.633592
22387.2 0.9755 1.064 0.619845
25118.9 0.9980 1.064 0.61327
28183.8 1.020 1.064 0.606695
31622.8 1.042 1.064 0.60012
35481.3 1.055 1.064 0.596533
39810.7 1.060 1.064 0.595338
44668.4 1.062 1.064 0.59474
50118.7 1.064 1.064 0.594142
56234.1 1.065 1.064 0.593545
63095.7 1.070 1.064 0.592349
70794.6 1.082 1.064 0.58936
79432.8 1.099 1.064 0.584579
89125.1 1.113 1.064 0.580992
100000 1.121 1.064 0.578601
112202 1.125 1.064 0.577406
125893 1.126 1.064 0.577406
141254 1.127 1.064 0.576808
158489 1.128 1.064 0.576808
177828 1.128 1.064 0.576808
199526 1.128 1.064 0.576808
223872 1.128 1.064 0.576808
251189 1.128 1.064 0.576808
281838 1.128 1.064 0.576808
316228 1.128 1.064 0.576808
354813 1.128 1.064 0.576808
398107 1.128 1.064 0.576808
446684 1.128 1.064 0.576808
501187 1.128 1.064 0.576808
562341 1.128 1.064 0.576808
630957 1.128 1.064 0.576808
707946 1.128 1.064 0.576808
794328 1.128 1.064 0.576808
891251 1.128 1.064 0.576808
1000000 1.128 1.064 0.576808
1.12202e+06 1.128 1.064 0.576808
1.25893e+06 1.128 1.064 0.576808
1.41254e+06 1.128 1.064 0.576808
1.58489e+06 1.128 1.064 0.576808
1.77828e+06 1.128 1.064 0.576808
1.99526e+06 1.128 1.064 0.576808
2.23872e+06 1.128 1.064 0.576808
2.51189e+06 1.128 1.064 0.576808
2.81838e+06 1.128 1.064 0.576808
3.16228e+06 1.128 1.064 0.576808
3.54813e+06 1.128 1.064 0.576808
3.98107e+06 1.128 1.064 0.576808
4.46684e+06 1.128 1.064 0.576808
5.01187e+06 1.128 1.064 0.576808
5.62341e+06 1.128 1.064 0.576808
6.30957e+06 1.128 1.064 0.576808
7.07946e+06 1.128 1.064 0.576808
7.94328e+06 1.128 1.064 0.576808
8.91251e+06 1.128 1.064 0.576808
10000000 1.128 1.064 0.576808
1.12202e+07 1.128 1.064 0.576808
1.25893e+07 1.128 1.064 0.576808
1.41254e+07 1.128 1.064 0.576808
1.58489e+07 1.128 1.064 0.576808
1.77828e+07 1.128 1.064 0.576808
1.99526e+07 1.128 1.064 0.576808
2.23872e+07 1.128 1.064 0.576808
2.51189e+07 1.128 1.064 0.576808
2.81838e+07 1.128 1.064 0.576808
3.16228e+07 1.128 1.064 0.576808
3.54813e+07 1.128 1.064 0.576808
3.98107e+07 1.128 1.064 0.576808
4.46684e+07 1.128 1.064 0.576808
5.01187e+07 1.128 1.064 0.576808
5.62341e+07 1.128 1.064 0.576808
6.30957e+07 1.128 1.064 0.576808
7.07946e+07 1.128 1.064 0.576808
7.94328e+07 1.128 1.064 0.576808
8.91251e+07 1.128 1.064 0.576808
100000000 1.128 1.064 0.576808
1.12202e+08 1.128 1.064 0.576808
1.25893e+08 1.128 1.064 0.576808
1.41254e+08 1.128 1.064 0.576808
1.58489e+08 1.128 1.064 0.576808
1.77828e+08 1.128 1.064 0.576808
1.99526e+08 1.128 1.064 0.576808
2.23872e+08 1.128 1.064 0.576808
2.51189e+08 1.128 1.064 0.576808
2.81838e+08 1.128 1.064 0.576808
3.16228e+08 1.128 1.064 0.576808
