      10000.0  1.26303e-26
      11220.2  2.70211e-25
      12589.3  2.87491e-24
      14125.4  1.54926e-23
      15848.9  3.13749e-23
      17782.8  3.34198e-23
      19952.6  2.83461e-23
      22387.2  2.36352e-23
      25118.9  2.20358e-23
      28183.8  2.25201e-23
      31622.8  2.52280e-23
      35481.4  2.91903e-23
      39810.7  3.57054e-23
      44668.4  4.38428e-23
      50118.7  5.50885e-23
      56234.1  6.76431e-23
      63095.8  8.27379e-23
      70794.6  9.81293e-23
      79432.8  1.10482e-22
      89125.1  1.19241e-22
      100000.  1.21052e-22
      112202.  1.17826e-22
      125893.  1.20330e-22
      141254.  1.28678e-22
      158489.  1.37881e-22
      177828.  1.44379e-22
      199526.  1.50881e-22
      223872.  1.57992e-22
      251189.  1.44091e-22
      281838.  1.06816e-22
      316228.  6.28977e-23
      354814.  3.96857e-23
      398107.  3.08060e-23
      446684.  2.80954e-23
      501187.  2.74558e-23
      562341.  2.68308e-23
      630958.  2.33687e-23
      707946.  1.77270e-23
      794328.  1.40811e-23
      891251.  1.28420e-23
  1.00000e+06  1.19849e-23
  1.12202e+06  1.14226e-23
  1.25893e+06  1.14226e-23
  1.41254e+06  1.14226e-23
  1.58489e+06  1.16887e-23
  1.77828e+06  1.09085e-23
  1.99526e+06  9.07329e-24
  2.23872e+06  7.20717e-24
  2.51189e+06  5.85820e-24
  2.81838e+06  5.10229e-24
  3.16228e+06  4.54743e-24
  3.54814e+06  4.34275e-24
  3.98107e+06  4.05289e-24
  4.46684e+06  3.87049e-24
  5.01187e+06  3.69629e-24
  5.62341e+06  3.52992e-24
  6.30958e+06  3.44957e-24
  7.07946e+06  3.52992e-24
  7.94328e+06  3.61215e-24
  8.91250e+06  3.61215e-24
  1.00000e+07  3.69629e-24
  1.12202e+07  3.69629e-24
  1.25893e+07  3.52992e-24
  1.41254e+07  3.44957e-24
  1.58489e+07  3.37105e-24
  1.77828e+07  3.37105e-24
  1.99526e+07  3.37105e-24
  2.23872e+07  3.44957e-24
  2.51189e+07  3.52992e-24
  2.81838e+07  3.61215e-24
  3.16228e+07  3.69629e-24
  3.54814e+07  3.78238e-24
  3.98107e+07  3.96063e-24
  4.46684e+07  4.14729e-24
  5.01187e+07  4.34275e-24
  5.62341e+07  4.44391e-24
  6.30958e+07  4.65335e-24
  7.07946e+07  4.87264e-24
  7.94328e+07  5.10229e-24
  8.91251e+07  5.34276e-24
  1.00000e+08  5.59456e-24
  1.12202e+08  5.85820e-24
  1.25893e+08  6.27719e-24
  1.41254e+08  6.57303e-24
  1.58489e+08  6.88281e-24
  1.77828e+08  7.20717e-24
  1.99526e+08  7.54684e-24
  2.23872e+08  7.90252e-24
  2.51188e+08  8.27496e-24
  2.81838e+08  8.86675e-24
  3.16228e+08  9.28464e-24
