 1.000000e+04  1.844914e-26
 1.122018e+04  4.332150e-25
 1.258925e+04  3.836361e-24
 1.412538e+04  1.852065e-23
 1.584893e+04  3.677684e-23
 1.778279e+04  3.932184e-23
 1.995262e+04  3.422716e-23
 2.238721e+04  3.125613e-23
 2.511886e+04  3.268036e-23
 2.818383e+04  3.725450e-23
 3.162278e+04  4.662924e-23
 3.548134e+04  5.764219e-23
 3.981072e+04  7.371450e-23
 4.466836e+04  9.478819e-23
 5.011872e+04  1.191118e-22
 5.623413e+04  1.494011e-22
 6.309573e+04  1.824495e-22
 7.079458e+04  2.161149e-22
 7.943282e+04  2.421515e-22
 8.912509e+04  2.605230e-22
 1.000000e+05  2.575513e-22
 1.122018e+05  2.394400e-22
 1.258925e+05  2.330914e-22
 1.412538e+05  2.440767e-22
 1.584893e+05  2.610297e-22
 1.778279e+05  2.671098e-22
 1.995262e+05  2.733316e-22
 2.238721e+05  2.733316e-22
 2.511886e+05  2.545966e-22
 2.818383e+05  1.844390e-22
 3.162278e+05  1.111355e-22
 3.548134e+05  7.012174e-23
 3.981072e+05  5.432687e-23
 4.466836e+05  4.954669e-23
 5.011872e+05  4.841887e-23
 5.623413e+05  4.841887e-23
 6.309573e+05  4.315337e-23
 7.079458e+05  3.427794e-23
 7.943282e+05  2.917526e-23
 8.912509e+05  2.786215e-23
 1.000000e+06  2.722793e-23
 1.122018e+06  2.722793e-23
 1.258925e+06  2.786215e-23
 1.412538e+06  2.851115e-23
 1.584893e+06  2.845613e-23
 1.778279e+06  2.655681e-23
 1.995262e+06  2.109482e-23
 2.238721e+06  1.563781e-23
 2.511886e+06  1.213880e-23
 2.818383e+06  1.009662e-23
 3.162278e+06  8.998619e-24
 3.548134e+06  8.398000e-24
 3.981072e+06  7.837469e-24
 4.466836e+06  7.300225e-24
 5.011872e+06  6.812966e-24
 5.623413e+06  6.506332e-24
 6.309573e+06  6.213499e-24
 7.079458e+06  6.213499e-24
 7.943282e+06  6.506332e-24
 8.912509e+06  6.657884e-24
 1.000000e+07  6.657884e-24
 1.122018e+07  6.506332e-24
 1.258925e+07  6.072063e-24
 1.412538e+07  5.537787e-24
 1.584893e+07  5.168163e-24
 1.778279e+07  4.935558e-24
 1.995262e+07  4.713421e-24
 2.238721e+07  4.606131e-24
 2.511886e+07  4.606131e-24
 2.818383e+07  4.606131e-24
 3.162278e+07  4.713421e-24
 3.548134e+07  4.713421e-24
 3.981072e+07  4.823211e-24
 4.466836e+07  5.050522e-24
 5.011872e+07  5.168163e-24
 5.623413e+07  5.411731e-24
 6.309573e+07  5.537787e-24
 7.079458e+07  5.798775e-24
 7.943282e+07  6.072063e-24
 8.912509e+07  6.213499e-24
 1.000000e+08  6.506332e-24
 1.122018e+08  6.812966e-24
 1.258925e+08  7.134051e-24
 1.412538e+08  7.470269e-24
 1.584893e+08  7.822332e-24
 1.778279e+08  8.190987e-24
 1.995262e+08  8.577016e-24
 2.238721e+08  8.981239e-24
 2.511886e+08  9.404511e-24
 2.818383e+08  9.847732e-24
 3.162278e+08  1.031184e-23
