1.9187500000000004e-07 -2.1471478647970885 0 10.000068033127716
3.0146874999999992e-07 -0.083594243545455971 -2.0713267058214399e-07 10.000068260634503
4.1654218750000015e-07 -0.14411377927437413 -2.15600114373271e-07 10.00006825362861
5.37369296875e-07 1.092908428217862 -2.3092759432244419e-07 10.000068403989433
6.6423776171875034e-07 -0.046529057674562946 -1.0887744263435398e-07 10.000068258565127
7.9744964980468774e-07 -0.036579889382063302 -1.143333640276602e-07 10.000068259898411
9.3732213229492209e-07 -0.048370320229491448 -1.1883712708605448e-07 10.000068258239379
1.0841882389096685e-06 -0.048974480115023714 -1.2509031396838171e-07 10.000068258150117
1.2383976508551509e-06 -0.049566634094088687 -1.3173816959409675e-07 10.000068258058255
1.4003175333979089e-06 -0.049943488202942851 -1.3880281668913589e-07 10.000068257996869
1.5703334100678049e-06 -0.050352592370323052 -1.4627709412520812e-07 10.000068257926898
1.7488500805711946e-06 -0.050814017201477171 -1.541893710099457e-07 10.000068257844033
1.9362925845997546e-06 -0.051406673380042081 -1.625733942059175e-07 10.000068257732279
2.1331072138297414e-06 -0.052078652911819394 -1.7147929269754791e-07 10.000068257599231
2.3397625745212293e-06 -0.05264169801886788 -1.8095272336741234e-07 10.000068257482178
2.5567507032472911e-06 -0.053248989809974334 -1.9100736804569531e-07 10.000068257349614
2.7845882384096564e-06 -0.053865610112520411 -2.0168653829997073e-07 10.000068257208284
3.0238176503301379e-06 -0.05455376758476399 -2.1302951446645912e-07 10.00006825704267
3.2750085328466471e-06 -0.055400186316534331 -2.2509179666142888e-07 10.000068256828785
3.5387589594889783e-06 -0.0561142244057471 -2.3795370054302434e-07 10.000068256639329
3.8156969074634275e-06 -0.056972058152831323 -2.5163276191660807e-07 10.00006825640034
4.1064817528365978e-06 -0.057779284208844109 -2.6621534775327071e-07 10.000068256164205
4.4118058404784286e-06 -0.058714896235971738 -2.8174401160741746e-07 10.00006825587683
4.7323961325023479e-06 -0.059875529072435825 -2.983131348551738e-07 10.000068255502514
5.0690159391274662e-06 -0.060972154457376103 -3.1605461680509692e-07 10.000068255131158
5.4224667360838425e-06 -0.062008601214315118 -3.350243564339035e-07 10.000068254762631
5.7935900728880313e-06 -0.063084124472562064 -3.5528116680517833e-07 10.000068254361089
